Data	Model	Specs	Qubits	Params	Epochs	Tr_Med_R2	Tr_Med_MSE	Tr_Med_MAE	Ts_Med_R2	Ts_Med_MSE	Ts_Med_MAE
2_sins_sw	cnn	hl150 100 050	0	20800	60	1.0	4.351835281024563e-10	1.7303811546298675e-05	1.0	5.132879121738654e-10	1.8854674635804258e-05
